"Id","Nimi","Ainekset","Valmistusohje","Huomio","Valmistuspvt","Arvio","Ominaisuus","Doshat","Luokka","Vuodenaika","Kasvikset","Kotimaa","Pisteet","Tyyppi","Suosikki","OmaLista","Author"
"206","Kannellinen Omenapiirakka","Taikina;50 g voita;3 dl vehnäjauhoja;2 rkl sokeria;2 rkl vettä;;4 (650 g) omenaa;2 rlk kanelia;1 prk (250 g) Maitorahkaa;2 munaa;1 dl Kuohukermaa;1 1/2 dl sokeria;1 rkl vanilliinisokeria;;Voiteluun munaa;Tarjoiluun Kuohukermaa","Sekoita keskenään pehmeä voi, jauhot ja sokeri, lisää kylmä vesi ja sekoita taikina tasaiseksi. Painele 2/3 taikinasta voidellun piirasvuoan pohjalle (halkaisija 25 cm). Laita loppu taikina kylmään. Kuori ja lohko omenat. Levitä omenalohkot pohjan päälle ja mausta kanelilla. Sekoita maitorahka, munat ja kerma keskenään. Mausta sokereilla. Kaada rahkakermaseos omenalohkojen päälle. Kauli loppu taikina kanneksi ja nosta vuokaan. Sulje reunat haarukalla painellen ja voitele munalla. Pistele haarukalla tai ota pienellä muotilla kannesta kuvioita. Kypsennä 200 asteessa noin 40 min. Peitä leivinpaperilla, jos pinta saa liikaa väriä.","","","Ei testattu","Munaton","","Makea piiras","Koko vuosi","","","0","","0",""
"207","Kahvi-Kookoskakku","2 munaa;3 dl sokeria;1 1/2 dl maitoa;4 1/2 dl vehnäjauhoja;2 tl leivinjauhetta;2 tl vaniljasokeria;1 rlk kaakaojauhetta;150 g sulatettua, jäähtynyttä margariinia;;kourrutus;3 1/2 dl tomusokeria;4 rlk sulatettua margariinia;5 rlk keitettyä, kylmää kahvia;1 rlk kaakaojauhetta;2 tl vaniljasokeria;;koristeluun;kookoshiutaleita","Sekoita taikinan aineet. Paista 35 min vajaassa 200 asteessa. Sekoita kuorrutuksen aineet ja levita se kylmän kakun päälle. Koristele.","Oma Klassikko!","6.2.2010 19.4.2026","Hyvä","","","Kuivakakku","Koko vuosi","","","0","Muu","0","",""
"208","Mansikka-Muropiirakka","100 g voita t. margar.;100 g vehnäjauhoja;1 rlk sokeria;1 muna","Vatkaa voi. Lisää muut aineet. Anna kovettua. Marjat päälle. Paista n. 200 astetta.","","","Hyvä","Munaton","","Makea piiras","Koko vuosi","","","0","","0",""
"209","Kauralastut (Klassiset)","100g margariinia;4 dl kaurahiutaleita;2 rlk vehnäjauhoja;2 tl leivinjauhetta;2 dl sokeria;2 munaa","Kaikki sekoitetaa, munat lis. viimeiseksi. Nokareita pellille. Paistetaan 5 10 min 200 asteessa.","","","Hyvä","Munaton","","Pikuleipä","Koko vuosi","","","0","","0",""
"210","Omenapiirakka, Kakkupohja","3 munaa;1,5 dl sokeria;2 1/4 dl vehnäjauhoja;1,5 tl leivinjauhetta;75 g voita;;omenoita (tai marjoja, persikoita)","Vatkaa munat ja sokeri vaahdoksi. Lisää jauhot ja sulatettu voi. Päälystä taikina omenoilla. Paista 40 min 175 asteessa.","","","Hyvä","Munaton","","Makea piiras","Koko vuosi","","","0","","0",""
"211","Raparperi-Marenkitorttu","150 g voita tai margariinia;1 1/2 dl sokeria;1 rkl vaniljasokeria;5 munaa;2 1/2 dl vehnäjauhoja;1 dl peruna- tai maissijauhoja;2 tl leivinjauhetta;1/2 kg raparperia;2 dl sokeria;50 g jauhettuja manteleita;1 rkl sitruunamehua","Vatkaa pehmeä rasva ja sokeri kuohkeaksi. Lisää vaniljasokeri. Erota kolmesta munasta keltuainen ja valkuainen. Lisää kaksi munaa ja kolme keltuaista yksitellen hyvin vatkaten voisokerivaahtoon. Sekoita keskenään jauhot ja leivinjauhe. Lisää ne sihdin läpi taikinaan.;;Levitä taikina voideltuun, korppujauhotettuun, mieluiten irtoreunavuokaan. Puhdista ja viipaloi raparperi. Levitä raparperinpalat taikinan päälle vuokaan. Kypsennä 175 asteen lämmössä uunin keskiosassa noin 60 minuuttia.;;Vatkaa valkuaiset vaahdoksi. Lisää sokeri vähitellen ja vatkaa vaahto kovaksi. Lisää jauhetut mantelit ja sitruunamehu. Levitä mantelimarenkivaahto tortun pintaan ja jatka kypsentämistä vielä noin 30 minuuttia.","","","Hyvä","Munaton","","Makea piiras","Koko vuosi","raparperi","","0","Jälkiruoka","0","",""
"212","Vuohenjuusto-Päärynät","2 (noin 450 g) kookasta päärynää;noin 4 rkl hunajaa;4 viipaletta (noin 200 g) isoa valkohomepintaista vuohenmaitojuustoa (Riblaire);15 g pecanpähkinöitä","Halkaise hyvin pestyt päärynät ja koverra siemenkota pois pikkulusikalla, jolloin jokaiseen puolikkaaseen syntyy syvennys. Poista myös siemenkodan ja kannan välinen kuituosa. Leikkaa päärynän sivusta viipale pois, jotta puolikkaat pysyvät vakaasti paikallaan.;Lado päärynät uuninkestävään vuokaan ja täytä siemenkolo ja kanta hunajalla. Peitä päärynöiden leikkauspinnat vuohenjuustoviipaleilla. Muotoile juustoviipale varovasti käsin painamalla päärynän kokoiseksi. Rouhi pinnalle pecanpähkinät. Kuorruta 250 asteisessa uunissa noin 8 minuuttia. Tarjoa lämpimänä jälkiruoaksi.","","","Ei testattu","Gluteiiniton;Munaton","","","Koko vuosi","","","0","Jälkiruoka","0","",""
"213","Pähkinabrie","1 pieni (500 g) brie-juusto (esimerkiksi Vatimont tai Coeur de Lion, halkaisija noin 16 cm);1.ps (120 g) pecanpähkinöitä;150 g vihreitä viinirypäleitä;150 g tummia viinirypäleitä;3 rkl vaahterasiirappia;sitruunamelissan lehtiä","Halkaise kylmä briejuusto kahteen osaan täytekakun tapaan. Rouhi 2 dl pecanpähkinöitä, säästä loput koristeluun. Huuhtele ja puolita viinirypäleet, poista halutessasi niistä siemenet. Aseta juuston alaosa tarjoiluvadille. Ripottele sen päälle pähkinärouhe ja valuta niiden päälle noin kaksi ruokalusikallista vaahterasiirappia. Pane täytteen päälle juustonpuolikas kanneksi.;Asettele viinirypäleen puolikkaat ryppäinä juuston päälle niin, että koristeeksi muodostuu tumma ja vihreä rypäleterttu. Valuta rypäleiden päälle ohuina viiruina ruokalusikallinen vaahterasiirappia. Asettele sitruunamelissan lehtiä rypäleterttujen lehdiksi. Pane loput kokonaiset pecanpähkinät pilkottamaan täytetyn juuston välistä.;Anna juuston pehmetä huoneenlämmössä noin tunnin ajan ennen tarjoilua. Tarjoa jälkiruokana tai juustotarjottimen sijaan viinin tai glögin kanssa.","","","Ei testattu","Gluteiiniton;Munaton","","","Koko vuosi","sitruunamelissa","","0","Jälkiruoka","0","",""
"214","Marjarahkakakku","kakkupohja;4 munaa;2 dl sokeria;1 1/2 dl perunajauhoja;1/2 dl vehnäjauhoja;1 tl leivinjauhetta vuokaan;1 dl mantelirouhetta kostutukseen;2 dl maitoa tai vaniljakastiketta tai vettä, sitruunamehua ja sokeria;;väliin ia päälle;1/4 l mansikoita viipaleina;2 dl puolukoita;;puolukkarahka;2 dl kuohukermaa;2 rkl sokeria;l tl vaniljasokeria;1 tlk (2,5 dl) maitorahkaa;3-4 dl puolukoita;1/4 dl mansikoita;3 rkl vettä","Vaahdota munat. Lisää sokeri ja vaahdota edelleen, kunnes vaahto on valkoista. Sihtaa joukkoon keskenään sekoitetut jauhot ja leivinjauhe. Sekoita varoen.;Kaada taikina vuokaan ja tasoita sen pinta. Kypsennä kakkua 200 asteessa uunissa 35 minuuttia tai kunnes se irtoaa hiukan reunoistaan. Jäähdytä hiukan ja kumoa. Leikkaa kakku kolmeksi levyksi ;Vaahdota kerma. Sekoita maitorahkaan sokerit ja marjat monitoimikoneessa tai sähkövatkaimella. Kiehauta vesi ja siihen vatkattu liivatejauhe pakkauksen ohjeen mukaan. Jäähdytä hiukan ja lisää rahkaseokseen kermavaahdon kanssa. Käytä kolmannes marjarahkasta kakkulevyjen päällystämiseen. Ripottele niiden päälle kakkua kootessasi puolukoita ja mansikka viipaleita. Peitä kakku lopuksi kokonaan rahkaseoksella ja koristele.;;Puolukoiden ja mansikoiden sijaan voit kokeilla kakussa vadelmia ja mustikoita.","","","Ei testattu","Munaton","","Kakku","Koko vuosi","","","0","","0",""
"216","Uunijäätelötorttu","4 valkuaista;4 rkl sokeria;1 valmis torttupohja;noin 3 dl valutettuja säilykehedelmiä (esimerkiksi 1 prk mangoviipaleita);1/2 -1 l vaniljakermajäätelöä","Vatkaa valkuaiset kovaksi vaahdoksi. Lisää sokeri vähitellen vatkaamisen loppuvaiheessa. Nosta torttupohja uuninkestävälle vadille, kostuta tarvittaessa hedelmämehulla ja levitä päälle valutetut säilykehedelmät. Pane pakastimesta juuri otettu jäätelö reiluina paloina torttupohjalle ja levitä valkuaisvaahto huolellisesti täytteiden peitoksi. Kuorruta jäätelötorttua 250 asteisessa uunissa noin 5 minuuttia eli kunnes marenki saa hieman väriä. Tarjoa heti jälkiruokana tai kahvipöydässä","","","Ei testattu","Gluteiiniton","","Jäätelö/Jäädyke","Koko vuosi","","","0","Jälkiruoka","0","",""
"217","Kananpoikaa Matin Tapaan","4 broilerin fileepihviä;chilijauhetta, mustapippuria ja suolaa pinnalle paistaessa;;MAUSTEÖLJY;1 dl oliiviöljyä;chilijauhetta tai tuoreita punaisia chilejä;2 valkosipulin kynttä hienonnettuna;2 rkl balsamietikkaa;1/2 dl hienonnettua basilikaa (+persiljaa);(oreganoa ja ruohosipulia);(Maldon-)suolaa;;PINNALLE;4 sentin paksuista viipaletta vuohenjuustoa (chevre)","Valmista ensin mausteöljy sekoittamalla ainekset keskenään. Paista fileet kypsiksi pannulla. ;;Nosta fileet uuninkestävälle vadille. Kaada päälle mausteöljy.;;Nosta juustoviipaleet broileripihvien päälle ja kuumenna ruokaa uunissa, kunnes juusto alkaa sulaa. ","","31.12.2003;12.7.2004;7.1.2005;20.8.2007;23.2.2008;22.12.2008;1.11.2009;10.4.2010;23.5.2010;7.1.2011;25.12.2011;24.12.2012;20.4.2013 6.12.2021 29.7.2023 25.12.2023 14.2.2024 8.6.2024 1.9.2024 13.4.2025 19.4.2025 28.6.2025","Herkku","Gluteiiniton;Munaton","","Kanaruoka","Koko vuosi","ruohosipuli;persilja;basilika","","0","Pääruoka","1","",""
"218","Sitrusbroilerikastike","pala purjosipulia;0,5 sitruunaa;1 tlk säilykemandariineja;2 rlk margar.;hunajamarinoituja broilerinsuikaleita;2,5 ruokacreme / kahvikerma;1,5 rlk vaaleaa kastikesuurustetta","Suikaloi huuhdeltu purjo. Pese sitruuna hyvin ja raasta puolikkaan sitruunan kuori (laita voipaperin pala raastinterän päälle, niin saat raasteen kätevästi talteen). Valuta mandariinilohkot ja ota liemi talteen. Kuumenna rasva pannulla ja paista siinä broilerinsuikaleet ja purjo. Lisää pannuun Flora Ruoka ja mandariinisäilykeliemi. Sekoita kiehuvaan kastikkeeseen suuruste ja hauduta 5 minuuttia. Lisää kastikkeeseen mandariinilohkot. Mausta raastetulla sitruunankuorella ja sitruunanpuolikkaasta puristetulla mehulla. Kuumenna ja tarjoa keitetyn riisin tai pastan kanssa.","","","Ei testattu","Gluteiiniton;Munaton","","Kanaruoka","Koko vuosi","","","0","Pääruoka","0","",""
"219","Italialaiset Broilerileikkeet","4 broilerin rintafileetä;1/2 tl suolaa;1/2 tl mustapippuria;4 viipaletta meetvurstia;pala (noin 60 g) sinihomejuustoa (tai fetaa);tuoretta basilikaa;;Leivittämiseen;1/2 dl vehnäjauhoja;Paistamiseen;öljyä;;Salsakastike;1 prk (227 g) ananaspaloja;1 (250 g) pihvitomaatti;1 punasipuli;1 rkl oliiviöljyä;2 rkl balsamiviinietikkaa;muutama lehti tuoretta basilikaa;1/2 dl ruohosipulia;ripaus suolaa","Aloita salsan valmistuksesta Leikkaa tomaatti kuutioiksi ja viipaloi kuorittu, halkaistu punasipuli. Valuta ananaspalat. Hienonna basilika ja ruohosipuli. Sekoita hienonnetut ainekset oliiviöljyn ja viinietikan kanssa. Anna maustua kylmässä. Tarjoa kastike broilerileikkeiden ja keitettyjen uusien perunoiden tai riisin lisäkkeenä.;;Nuiji broilerin rintafileet muovin sisällä noin kämmenen kokoisiksi. Ripottele tileille vähän suolaa ja mustapippuria. Levitä tileille meetvursti ja sinihomejuustoviipaleet ja päälle tuoreita basilikan lehtiä. Taita fileet kaksinkerroin ja kiinnitä ne cocktailtikuilla. Kasta leikkeet vehnäjauhoihin ja paista pannussa kauniin ruskeiksi molemmin puolin (noin 10 minuuttia). Poista kiinnitystikut.","","1.10.2005","Hyvä","Munaton","","Kanaruoka","Koko vuosi","basilika;ruohosipuli","Intia","0","Pääruoka","0","",""
"220","Thaimarinoidut Kalkkunavartaat","500 g kalkkunan rintafileetä;3 valkosipulin kynttä;1 tuore chili tai 1 tl kuivattua chilijauhetta;1 sitruunan mehu;1/2 dl makeaa soijakastiketta;1/2 tl suolaa;;Koristeluun;tuoretta korianteria tai basilikaa","1. Leikkaa kalkkunan liha lihassyitä vasten muutaman sentin paksuisiksi suikaleiksi.;2. Hienonna valkosipuli ja chili ja sekoita kaikki marinadin aineet keskenään.;3. Marinoi kalkkunasuikaleita jääkaapissa muutama tunti.;4. Liota varrastikut vedessä.;5. Pujottele kalkkuna varrastikkuihin ja paista vartaat uunissa grillivastuksen alla 275 asteessa, kunnes ne ovat kypsiä, noin 10 minuuttia. Käännä vartaita välillä. 6. Koristele vartaat ennen tarjoilua korianterilla tai basilikalla ja tarjoa niiden kanssa vokattuja kasviksia ja keitettyä riisiä.;;Vinkki: Voit valmistaa vartaat myös broilerista.","","5.8.2010","Ok","Laktoositon;Gluteiiniton;Sokeriton;Munaton","","Grillattavaa;Kanaruoka","Koko vuosi","","Thaimaa","0","Pääruoka","0","",""
"221","Paprikas Csirke","1 pkt (noin 800 g) marinoimattomia broilerin rintaleikkeitä;1 iso sipuli;2 rkl öljyä;2 rkl paprikajauhetta;ripaus cayennepippuria;1 1/2 tl suolaa;2 vihreää paprikaa;2 tomaattia;1 tlk smetanaa;1 rkl vehnäjauhoja","(Poista broilerileikkeistä luut mutta jätä nahka. Paloittele leikkeet reilunkokoisiksi haarukkapaloiksi.);Hienonna sipuli. Poista paprikasta siemenet, kanta ja paloittele paprikat. Kuutioi tomaatit.;;Kuullota sipuli öljyssä paistokasarissa tai padassa. Sekoita joukkoon paprikajauhe ja cayennepippuri. Lisää broilerinpalat ja ruskista ne kauttaaltaan. Mausta suolalla. Kaada joukkoon tomaatit ja paprikat.;;Hauduta miedolla lämmöllä kannen alla vajaat kymmenen minuuttia välillä sekoitellen. Sekoita smetanan joukkoon vehnäjauhot ja lisää pataan. Keitä hiljalleen vielä viitisen minuuttia.;;Tarjoa pastan tai keitettyjen perunoiden kanssa.","","21.2.2004","Hyvä","Munaton","","Kanaruoka","Koko vuosi","","Unkari","0","Pääruoka","0","",""
"222","Taatelisalaatti","12 taatelia;noin 50 g sinihomejuustoa;1 hapokas omena esim. Granny Smith;1 ruukku jääsalaattia;1 ruukku rucolaa;12 kirsikkatomaattia;1/2 dl pinjansiemeniä;;Kastike;3 rkl rypsiöljyä;1 rkl omenaviini-etikkaa;ripaus suolaa;ripaus sokeria;mustapippurirouhetta","Valmista ensin kastike sekoittamalla aineet keskenään. Kuori ja suikaloi omena. Sekoita omenasuikaleet heti kastikkeen joukkoon, jotteivät ne tummuisi. Täytä taatelit sinihomejuustonokareella. Huuhtele ja kuivaa salaatit sekä kirsikkatomaatit. Paloittele salaatit ja halkaise kirsikkatomaatit. Asettele vadin pohjalle vihreitä salaatteja, päälle täytetyt taatelit, kirsikkatomaatit ja pinjansiemenet. Ripottele pinnalle omenasuikaleet ja kastike. Tarjoa alkupalasalaattina vaalean leivän kanssa.","","23.12.2012","Hyvä","Gluteiiniton;Munaton","","","Talvi\Joulu","rucola","","0","Alkuruoka","0","",""
"223","Omenainen Makkaragratiini","1 pkt (400 g) ruokalenkkimakkaraa;2 omenaa;1 iso keltainen paprika;2 sipulia;1 rkl öljyä;1 tlk (400 g) tomaattimurskaa;3 rkl Thai sweet -chilikastiketta;2 rkl sinappia;1 rkl omenaviinietikkaa;1/2 tl suolaa;1-2 valkosipulin kynttä;noin 2 dl (100 g) emmental-mozzarella raastetta","Poista ruokalenkkimakkarasta kuori ja leikkaa makkara noin 1/2 cm:n viipaleiksi. Poista omenoista siemenkodat omenaporalla, kuori ja viipaloi ne. Leikkaa kuoritut sipulit ja paprikat ohuiksi renkaiksi. Kiehauta sipulirenkaat pannussa tilkassa öljyä tai kypsennä niitä mikrossa muutama minuutti. Lado ainekset limittäin laakeaan voideltuun uunivuokaan. Mausta tomaattimurska chilikastikkeella, sinapilla, omenaviinietikalla, hienonnetulla valkosipulinkynnellä ja ripauksella suolaa. Kaada maustettu tomaattimurska makkara, omena ja vihannesviipaleiden päälle. Ripottele pinnalle juustoraastetta. Kypsennä 200 asteisessa uunissa keskitasolla noin 30 minuuttia. Tarjoa makkaragratiinin kanssa keitettyjä perunoita tai perunasosetta, maustekurkkua ja vihreää salaattia.","","","Ei testattu","Gluteiiniton;Munaton","","Makkararuoka","Koko vuosi","","","0","Pääruoka","0","",""
"224","Setsuanilainen Keitto","noin 300 g marinoimattomia broilerinfileesuikaleita;1 rkl öljyä;1 sipuli;1/2 purjoa;1 rs siitakesieniä;1-2 porkkanaa;1 tlk bambunversoja;(parsakaalia);4 punaista chilipalkoa;2 rkl raastettua inkivääriä;noin 1 l vettä;3 rkl kanafondia;1 rkl tomaattipyreetä;1 rkl valkoviinietikkaa;1 rkl soijakastiketta;1 rkl maissitärkkelysjauhoja + 1 dl vettä;noin 50 g munanuudeleita;1 kananmuna;1-2 tl seesamiöljyä tai sesaminsiemeniä;noin 1/2 dl hienonnettua korianteria tai persiljaa tai basilikaa","Viipaloi kuorittu, halkaistu sipuli ja sienet. Suikaloi porkkana ja huuhdottu, halkaistu purjo. Hienonna halkaistu chili, josta on poistettu siemenet. Kuori ja raasta pala inkivääriä. ;;Ruskista kattilassa kevyesti tilkassa öljyä broilerisuikaleet. Lisää joukkoon sipulit, chili ja inkivääri. Kaada kattilaan vesi ja kanafondi. Lisää porkkanat ja sienet. Mausta keitto. Hauduta noin 5 minuuttia. Lisää keittoon vesitilkkaan sekoitettu maissitärkkelysjauho ja valutetut bambuversot. ;;Vatkaa kananmunan rakenne rikki ja sekoita keittoon tasaisena nauhana. Kuumenna keitto. Lisää lopuksi seesamiöljy ja hienonnettu korianteri.;;Laita niuudelia lautasen pohjalle aina keittoa syötäessä: muuten se menee liian veteläksi.","","1.1.1997;27.8.2007","Hyvä","Laktoositon;Maidoton;Kevyt","","Keitto;Kanaruoka","Koko vuosi","persilja;basilika","Kiina","13","Pääruoka","0","",""
"225","Kalkkunaa Ja Suklaa-Chili-Kastiketta","4 kpl kalkkunafileepihvejä;1 rkl öljyä;1/2 tl suolaa;1 rlk seesaminsiemeniä;;Kastike;1 vihreä chili;1/2 tortillaa;1/2 sipulia;1/4 tl kanelia;1/4 tl valkopippuria;1/4 tl sokeria;1 rkl jauhettua tummaa suklaata;1 dl öljyä;1 dl kanalientä","Kuumenna öljy pannulla ja paista kalkkunapihvejä molemmin puolin yhteensä noin 6 minuuttia. Mausta suolalla ja lisää joukkoon seesaminsiemenet, kääntele niitä pannulla lihojen kanssa vielä pari minuuttia.;;Paahda chili kuumalla pannulla, näin saat irrotettua kuoren ja siemenet helposti. Huuhdo pannu tämän jälkeen. Laita tehosekoittimeen tortilla, seesaminsiemenet, sipuli, sokeri, mausteet ja suklaa, jauha tasaiseksi seokseksi. Lisää joukkoon chili ja jauha vielä uudelleen. Kuumenna öljy ja paista seosta noin 3 minuuttia.;;Lisää joukkoon kanaliemi ja keitä matalalla lämmöllä, kunnes kastike on sakeaa. Tarjoile kastike kuumana kalkkunan, tortillojen sekä riisin kera.","","","Ei testattu","Gluteiiniton;Munaton","","Kanaruoka","Koko vuosi","","","0","Pääruoka","0","",""
"226","Mangobroileri A La Karibia","4 broilerin rintaleikettä tai koipi-reisipalaa;1 iso sipuli;2 rkl öljyä;2 tl curryä;1 - 2 thaichiliä;3 - 4 dl vettä + 2 rkl kana- tai kasvisfondia;1 iso kypsä mango;1 prk (227 g) ananasviipaleita;1 appelsiini;2 - 3 rkl vaaleaa kastikesuurustetta (ohjeen mukaan)","Leikkaa broilerin rinta tai koipireisipajat kahteen osaan ja ruskista kevyesti pannussa. Hienonna sipuli. Kiehauta sipuli öljyssä yhdessä curryn kanssa. Pane ainekset pataan. Kaada päälle vesi ja fondi. Mausta hienonnetulla thaichilillä ja ruokalusikallisella raastettua appelsiinin kuorta. Anna hautua kannen alla noin 1/2 tuntia. Suurusta liemi sekoittamalla joukkoon Maizenasuurustetta ja lisää pataan samalla paloiteltu ananas sekä kuorittu, kuutioitu mango ja veitsellä kuorittu, kalvottomaksi leikattu, lohkottu appelsiini. Anna hautua vielä noin 10 minuuttia. Tarjoa keitetyn riisin ja salaatin kanssa.","","","Ei testattu","Gluteiiniton;Munaton","","Kanaruoka","Koko vuosi","","","0","Pääruoka","0","",""
"227","Broileria Appelsiinikastikkeessa","5 broilerin rintapalaa;1/2 rkl paprikajauhetta;1/4 tl valkopippuria;1 tl suolaa ;;Liemi;1 dl appelsiinimehua;1 dl tomaattimehua;1/2 dl soijaa;1/4 dl siirappia;;Kastike;paistoliemi;1 1/2 rkl maizenaa;1 dl ruokakermaa;1/2 tl rakuunaa;mustapippuria","Mausta broilerinpalat ja laita ne paistopussiin uunivuokaan. Sekoita liemi ja kaada se mukaan pussiin, sulje pussi ja anna maustua jääkaapissa muutama tunti tai yön yli. Leikkaa pussin kulmaan pieni reikä ja kypsennä lihoja 200 C n. 50 min. Laita kypsät lihat tarjoiluvadille ja pidä lämpimänä. Siivilöi liemi kattilaan, sekoita maizena tilkkaan vettä ja suurusta sillä kastike. Kiehauta ja lisää kerma ja mausteet. Kaada osa kastikkeesta lihojen päälle ja tarjoa loppu erikseen.","","","Hyvä","Laktoositon;Munaton","","Kanaruoka","Koko vuosi","","","0","Pääruoka","0","",""
"229","Broileri-Satay","6 kpl hunajamarinoituja broilerinfileepihvejä;n. 20 kpl pieniä, puisia grillivartaita;;Voiteluun;chillikatiketta;;Maapähkinäkastike;100 g paahdettuja suolapähkinöitä;1 pieni sipuli;2 valkosipulinkynttä;n. 1/2 tlk (a 400 ml) kookosmaitoa;1/2 sitruunaruohoa tai yhden limen mehu;1/2 rkl raastettua inkivääriä;1 - 2 thaichiliä suikaloituna;1 rkl fariinisokeria;1 - 2 rkl soijakastiketta","Leikkaa broilerinfileet 3 4 suikaleeseen poikkisyin. Työnnä broilerisuikaleisiin vedessä liotetut varrastikut. Voitele vartaat chillikastikkeella. Kypsennä 200 asteisessa uunissa n. 15 min. tai grillissä noin 3 min. kummaltakin puolelta. ;;Kuori ja paloittele sipuli ja valkosipulinkynnet monitoimikoneen kulhoon ja hienonna. Lisää suolapähkinät ja puolikas kuorittua, hienonnettua sitruunaruohoa tai liemn mehu ja aja hienoksi. Kaada kookosmaitoa koneen käydessä, kunnes saat sakean, lusikoitavan kastikkeen. ;;Mausta kastike raastetulla inkiväärillä, hienonnetuilla chileillä, fariinisokerilla ja soijakastikkeella.","","17.4.2004;20.9.2009","Hyvä","Laktoositon;Gluteiiniton;Sokeriton;Munaton","","Grillattavaa;Kanaruoka","Koko vuosi","","","0","Pääruoka","0","",""
"231","Broileri-Juustokastike","1 pak (n. 300 g) marinoituja broilerisuikaleita;1-2 rkl voita;1 sipuli;1 iso punainen paprika;1 rkl vehnäjauhoja;3 dl kanalientä kuutiosta;1 dl paprikatäytteisiä oliiveja;1 tl paprikajauhetta;1 tl oreganoa;200 g paprika-sulatejuustoa tai 1 prk (200 g) tomaatti-basilikaa tuorejuusto;;Pinnalle persiljaa","Ruskista broilerisuikaleet voissa ja lisää pannulle hienonnettu sipuli ja suikaloitu paprika. Sekoittele hetki. Sekoita joukkoon jauhot. Lisää liemi, huuhdotut oliivit ja mausteet. Anna kiehua hiljalleen kannen alla kypsäksi. Lisää kuutioitu sulatejuusto tai tuorejuusto. Sekoita, kunnes juusto on sulanut. Lisää hienonnettu persilja. Tarjoa riisin tai pastan kanssa.","","","Ei testattu","Gluteiiniton;Sokeriton;Munaton","","Kanaruoka","Koko vuosi","persilja;basilika","","0","Pääruoka","0","",""
"233","Hunajasilmän Sinappikastike","2 dl ruoanvalmistusjogurttia;2 rkl hunajaa;1 rkl sinappia (ei makeaa);suolaa ja pippuria.","makkaralle, savulihalle ja vihreälle salaatille","","","Ei testattu","Gluteiiniton;Munaton","","Grilliruoan/lihan lisäke;Kastike","Koko vuosi","","","0","Lisäkeruoka","0","",""
"234","Dippailevan Talonmiehen Kastike","2 dl Ruoanvalmistusjogurttia;2 dl juustoraastetta;1 rkl sipulia hienonnettuna;1 tl paprikajauhetta;suolaa ja pippuria","kasviksille","","","Ei testattu","Gluteiiniton;Munaton","","Dippikastike","Koko vuosi","","","0","Muu","0","",""
"235","Kanelia Nainen -Kastike","2 dl Ruoanvalmistusjogurttia;2 tl kanelia;2 rkl fariinisokeria","hedelmäsalaatille","","","Ei testattu","Gluteiiniton;Munaton","","","Koko vuosi","","","0","Jälkiruoka","0","",""
"236","Pähkinänsärkijän Kastike","2 dl Ruoanvalmistusjogurttia;1 rkl sokeria;1 rkl kanelia;1/2 dl pähkinäroubetta","Uuniomenoille, jälkiruoille kastikkeeksi","","","Ei testattu","Gluteiiniton;Munaton","","","Koko vuosi","","","0","Jälkiruoka","0","",""
"237","Dippikastike Nugeteille","1 prk kermaviiliä;1 rkl sitruunamehua;1 tl suolaa;2 tl sokeria;1 tl rouhittua mustapippuria;2 rkl suolapähkinöitä;1 banaani;1 tl curryä","Sekoita kermaviilin joukkoon sitruunamehu, suola, sokeri, rouhittu mustapippuri, soseutettu banaani ja hienonnetut suolapähkinät. Anna maun tasaantua jääkaapissa hetki ennen tarjoilua. Tarjoa kananuggettien kanssa.","","","Ei testattu","Gluteiiniton;Munaton","Lauri","Dippikastike","Koko vuosi","","","0","Muu","0","",""
"238","Hampurilaiskastike","1 dl majoneesia;1 dl kermaviiliä tai ranskankermaa;1/2 punaista paprikaa;1 pieni sipuli;1 - 2 rkl chilikastiketta tai ketsuppia;1 tl paprikaa;1/4 tl suolaa ja pippuria","Hienonna paprika ja sipuli. Sekoita majoneesi ja kermaviili. Mausta suolalla, pippurilla, paprikalla ja chilikastikkeella. Lisää kastikkeeseen hienonnettu paprika ja sipuli.","","","Ei testattu","Gluteiiniton;Munaton","","Kastike","Koko vuosi","","","0","Muu","0","",""
"239","Savuporotäyte","100 g savuporoa;200 g yrtti-pippurituorejuustoa;1 dl kurpitsapikkelsiä;5 kirsikkatomaattia;persiljaa","Leikkaa savuporo aivan pieneksi silpuksi. Sekoita porosilppu tuorejuuston joukkoon. Lisää pikkelsi. Levitä kypsille, jäähtyneille karjalanpiirakoille runsaasti täytettä. Jaa kirsikkatomaatit neljään osaan. Koristele piirakat tomaattilohkoilla ja persiljalla.","","","Ei testattu","Gluteiiniton;Munaton","","Levite;Uuniperunan lisäke","Koko vuosi","persilja","","0","Iltapalaruoka","0","",""
"240","Kinkkutäyte","75 g palvikinkkua;100 g maustekurkkua;100 g maustamatonta tuorejuustoa;1 rkl sinappia;2 tl viherpippuria;1/2 tl jauhettua mustapippuria;1/2 tl paprikajauhetta;1/2 tl yrttisuolaa;1/2 rkl kevytkermaa;1 dl persiljaa hienonnettuna","Levitä kypsille, jäähtyneille karjalanpiirakoille runsaasti täytettä.","","","Ei testattu","Gluteiiniton;Munaton","Lauri","Levite;Uuniperunan lisäke","Koko vuosi","persilja","","0","Iltapalaruoka","0","",""
